Rda_left	Rda_right	prda	prda_error
0	20	0.286383305	0.045254924
20	30	0.162890902	0.029431256
30	32	0.030842234	0.005197118
32	34	0.029775266	0.004812515
34	36	0.02852968	0.004414981
36	38	0.027127805	0.004037633
38	40	0.025594869	0.003716021
40	42	0.023958216	0.003482373
42	44	0.022246462	0.003356432
44	46	0.020488621	0.003337155
46	48	0.018713237	0.00340242
48	50	0.016947567	0.00351804
50	52	0.015216843	0.003648963
52	54	0.013543647	0.003766287
54	56	0.011947424	0.003849424
56	58	0.010444144	0.003885627
58	60	0.009046116	0.003868618
60	62	0.00776196	0.003797181
62	64	0.006596726	0.003673935
64	66	0.005552126	0.003504315
66	68	0.004626884	0.003295724
68	70	0.003817148	0.003056792
70	72	0.003116963	0.00279673
72	74	0.002518753	0.002524754
74	76	0.00201381	0.002249582
76	78	0.001592743	0.00197902
78	80	0.001245894	0.001719653
80	100	0.003615638	0.007365254
100	200	0.00011042	0.0008355

