Rda_left	Rda_right	prda	prda_error
0	20	0.004470105	0.007564665
20	30	0.009919146	0.01010947
30	32	0.003656176	0.002880564
32	34	0.00455332	0.003195985
34	36	0.005666902	0.003502389
36	38	0.007045691	0.003782198
38	40	0.008747377	0.00401558
40	42	0.01083903	0.004184132
42	44	0.013396842	0.004278211
44	46	0.016504612	0.004309783
46	48	0.020250211	0.004331786
48	50	0.024718983	0.004457503
50	52	0.029982696	0.00485314
52	54	0.036082386	0.005674953
54	56	0.043003312	0.007001406
56	58	0.050640661	0.008841501
58	60	0.058755966	0.011170978
60	62	0.066927393	0.013906833
62	64	0.074502985	0.016807402
64	66	0.080575754	0.019353365
66	68	0.08401305	0.020720372
68	70	0.083586614	0.019999714
70	72	0.078253314	0.016865885
72	74	0.067606425	0.013219964
74	76	0.052417447	0.015183995
76	78	0.034995168	0.021943021
78	80	0.018873527	0.022073881
80	100	0.009374476	0.029998437
100	200	0	4.84116E-07
