Rda_left	Rda_right	prda	prda_error
0	20	0.055726663	0.011255659
20	30	0.072703367	0.005791345
30	32	0.02118268	0.00212092
32	34	0.024039084	0.002562408
34	36	0.027197757	0.003009935
36	38	0.030657521	0.00342536
38	40	0.034401942	0.00376565
40	42	0.038393066	0.00398644
42	44	0.042563679	0.004052022
44	46	0.046808176	0.003958394
46	48	0.050972469	0.003781976
48	50	0.054844013	0.003753506
50	52	0.05814405	0.004226585
52	54	0.060525711	0.005347756
54	56	0.061583775	0.006858943
56	58	0.060884354	0.008261461
58	60	0.05802488	0.008917922
60	62	0.052734301	0.008162058
62	64	0.045015989	0.005994604
64	66	0.035314132	0.006172114
66	68	0.024639859	0.010507726
68	70	0.014527515	0.011751578
70	72	0.006648529	0.00882411
72	74	0.002030227	0.005530957
74	76	0.000307934	0.003126963
76	78	1.20309E-05	0.001696602
78	80	1.58608E-08	0.000840823
80	100	0	0.00054604
100	200	0	0
