Rda_left	Rda_right	prda	prda_error
0.00000	30.00000	0.13615	0.00689
30.00000	31.88555	0.00279	0.00080
31.88555	33.77110	0.00446	0.00091
33.77110	35.65665	0.00682	0.00097
35.65665	37.54220	0.00950	0.00095
37.54220	39.42775	0.01227	0.00085
39.42775	41.31330	0.01492	0.00089
41.31330	43.19884	0.01762	0.00115
43.19884	45.08439	0.02069	0.00141
45.08439	46.96994	0.02440	0.00152
46.96994	48.85549	0.02899	0.00145
48.85549	50.74104	0.03427	0.00149
50.74104	52.62659	0.03991	0.00180
52.62659	54.51214	0.04556	0.00239
54.51214	56.39769	0.05081	0.00292
56.39769	58.28324	0.05562	0.00311
58.28324	60.16879	0.05960	0.00298
60.16879	62.05434	0.06221	0.00279
62.05434	63.93989	0.06256	0.00291
63.93989	65.82543	0.06002	0.00327
65.82543	67.71098	0.05441	0.00347
67.71098	69.59653	0.04648	0.00332
69.59653	71.48208	0.03733	0.00295
71.48208	73.36763	0.02830	0.00253
73.36763	75.25318	0.02050	0.00222
75.25318	77.13873	0.01439	0.00193
77.13873	79.02428	0.00988	0.00167
79.02428	137.91445	0.04220	0.00331
