Rda_left	Rda_right	prda	prda_error
0.00000	30.00000	0.19015	0.06475
30.00000	31.88555	0.01085	0.00614
31.88555	33.77110	0.01997	0.00822
33.77110	35.65665	0.03146	0.00826
35.65665	37.54220	0.04297	0.00551
37.54220	39.42775	0.05128	0.00468
39.42775	41.31330	0.05438	0.00833
41.31330	43.19884	0.05468	0.00969
43.19884	45.08439	0.05432	0.00748
45.08439	46.96994	0.05473	0.00468
46.96994	48.85549	0.05573	0.00540
48.85549	50.74104	0.05519	0.00673
50.74104	52.62659	0.05195	0.00590
52.62659	54.51214	0.04632	0.00426
54.51214	56.39769	0.03988	0.00479
56.39769	58.28324	0.03406	0.00643
58.28324	60.16879	0.02957	0.00704
60.16879	62.05434	0.02615	0.00624
62.05434	63.93989	0.02329	0.00478
63.93989	65.82543	0.02053	0.00398
65.82543	67.71098	0.01725	0.00430
67.71098	69.59653	0.01359	0.00478
69.59653	71.48208	0.01007	0.00464
71.48208	73.36763	0.00702	0.00387
73.36763	75.25318	0.00463	0.00291
75.25318	77.13873	0.00281	0.00207
77.13873	79.02428	0.00171	0.00146
79.02428	137.91445	0.02337	0.01802
