Rda_left	Rda_right	prda	prda_error
0.00000	30.00000	0.27425	0.00707
30.00000	31.88555	0.03497	0.00124
31.88555	33.77110	0.03600	0.00112
33.77110	35.65665	0.03635	0.00109
35.65665	37.54220	0.03633	0.00119
37.54220	39.42775	0.03659	0.00138
39.42775	41.31330	0.03776	0.00141
41.31330	43.19884	0.04009	0.00122
43.19884	45.08439	0.04326	0.00105
45.08439	46.96994	0.04648	0.00128
46.96994	48.85549	0.04835	0.00178
48.85549	50.74104	0.04789	0.00217
50.74104	52.62659	0.04479	0.00230
52.62659	54.51214	0.03999	0.00223
54.51214	56.39769	0.03477	0.00213
56.39769	58.28324	0.02985	0.00193
58.28324	60.16879	0.02561	0.00168
60.16879	62.05434	0.02218	0.00150
62.05434	63.93989	0.01925	0.00142
63.93989	65.82543	0.01640	0.00144
65.82543	67.71098	0.01347	0.00144
67.71098	69.59653	0.01060	0.00136
69.59653	71.48208	0.00786	0.00129
71.48208	73.36763	0.00545	0.00115
73.36763	75.25318	0.00360	0.00096
75.25318	77.13873	0.00225	0.00078
77.13873	79.02428	0.00145	0.00061
79.02428	137.91445	0.00649	0.00106
