Rda_left	Rda_right	prda	prda_error
0.00000	30.00000	0.24536	0.00806
30.00000	31.88555	0.02571	0.00143
31.88555	33.77110	0.02862	0.00153
33.77110	35.65665	0.03179	0.00165
35.65665	37.54220	0.03490	0.00169
37.54220	39.42775	0.03779	0.00157
39.42775	41.31330	0.04050	0.00132
41.31330	43.19884	0.04301	0.00121
43.19884	45.08439	0.04540	0.00133
45.08439	46.96994	0.04734	0.00138
46.96994	48.85549	0.04820	0.00149
48.85549	50.74104	0.04761	0.00221
50.74104	52.62659	0.04515	0.00322
52.62659	54.51214	0.04159	0.00381
54.51214	56.39769	0.03807	0.00368
56.39769	58.28324	0.03485	0.00288
58.28324	60.16879	0.03161	0.00213
60.16879	62.05434	0.02838	0.00230
62.05434	63.93989	0.02512	0.00273
63.93989	65.82543	0.02135	0.00277
65.82543	67.71098	0.01688	0.00241
67.71098	69.59653	0.01257	0.00188
69.59653	71.48208	0.00890	0.00150
71.48208	73.36763	0.00613	0.00133
73.36763	75.25318	0.00414	0.00122
75.25318	77.13873	0.00278	0.00110
77.13873	79.02428	0.00195	0.00091
79.02428	137.91445	0.00734	0.00151
