Rda_left	Rda_right	prda	prda_error
0.00000	30.00000	0.26614	0.00670
30.00000	31.88555	0.03938	0.00112
31.88555	33.77110	0.04346	0.00112
33.77110	35.65665	0.04567	0.00105
35.65665	37.54220	0.04633	0.00103
37.54220	39.42775	0.04631	0.00110
39.42775	41.31330	0.04665	0.00116
41.31330	43.19884	0.04779	0.00118
43.19884	45.08439	0.04970	0.00117
45.08439	46.96994	0.05176	0.00119
46.96994	48.85549	0.05314	0.00122
48.85549	50.74104	0.05260	0.00126
50.74104	52.62659	0.04918	0.00123
52.62659	54.51214	0.04260	0.00135
54.51214	56.39769	0.03358	0.00137
56.39769	58.28324	0.02397	0.00120
58.28324	60.16879	0.01547	0.00097
60.16879	62.05434	0.00924	0.00078
62.05434	63.93989	0.00526	0.00065
63.93989	65.82543	0.00305	0.00062
65.82543	67.71098	0.00200	0.00060
67.71098	69.59653	0.00154	0.00055
69.59653	71.48208	0.00140	0.00049
71.48208	73.36763	0.00131	0.00047
73.36763	75.25318	0.00126	0.00047
75.25318	77.13873	0.00125	0.00046
77.13873	79.02428	0.00122	0.00044
79.02428	137.91445	0.02086	0.00174
